id,author,title,year,tag
213,"Matsumoto, Takehiko and Takenaka, Toyofumi",A Dynamic RWA Algorithm for Photonic Networks which Takes Account of Future Demand,2005,itc19
214,"Yao, Mingwu and Liu, Zenji and Wen, Aijun",Comparison of the Wavelength Converter Sharing Schemes with Burst Splitting,2005,itc19
215,"Yin, Zeming and Liu, Yuzhang and Yang, Fangchun",Performance Analysis of SIP as Signaling in Next Generation Network,2005,itc19
216,"Yi, Yung and Shakkottai, Sanjay",FluNet: A Hybrid Internet Simulation/Emulation Environment for a Fast Queue Regime,2005,itc19
217,"Li, Lunquan and Jiwasurat, Soranun and Liu, Peng and Kesidis, George",Emulation of Single-packet UDP Scanning Worms in Large Enterprises,2005,itc19
218,"Elayoubi, S.-E. and Fouresti\'{e}, B.",On Trajectory Splitting for Accelerating Dynamic Simulations in Mobile Wireless Networks,2005,itc19
219,"Boucherie, Richard J. and Lassila, Pasi",Efficient Etimation of Bocking Probabilities in Non-stationary Loss Networks,2005,itc19
220,"Malik, Sireen and Killat, Ullrich",An Argument for Reduction of Simulation Complexity,2005,itc19
221,"Vergetis, Evangelos and Gu\'{e}rin, Roch and Sarkar, Saswati",Improving Performance Through Channel Diversity in the Presence of Bursty Losses,2005,itc19
222,"Roijers, F. and van den Berg, J. L. and Fan, X.",Analytical Modelling of TCP File Tansfer Times over 802.11 Wireless LANs,2005,itc19
223,"Altman, E. and Kumar, A. and Kumar, D. and Venkatesh, R.",Cooperative and Non-Cooperative Control in IEEE 802.11 WLANs,2005,itc19
224,"Cheung, S. K. and van den Berg, J. L. and Boucherie, Richard J. and Litjens, R. and Roijers, F.",An Analytical Packet/flow-level Modelling Approach for Wireless LANs with Quality-of-Service Support,2005,itc19
225,"Bonneau, N. and Altman, E. and Debbah, M. and Caire, G.",An Evolutionary Game Perspective to ALOHA with Power Control,2005,itc19
226,"Hansen, Audun Fosselie and Kvalbein, Amund and Gjessing, Stein and \u{C}i\u{c}i\'{c}, Tarik and Jensen, Terje and \Osterb\o, Olav N. and Lysne, Olav","Fast, Effective and Stable IP Recovery Using Resilient Routing Layers",2005,itc19
227,"Herzberg, Meir and Raz, David",Resource Assignment in Multi-service Survivable Networks Based on the Cycle-oriented Approach,2005,itc19
228,"Luo, Yi and Xin, Zhan-Hong",A Study of Tariff Mechanisms for Mobile Telecommunication,2005,itc19
229,"Zhang, Jian and H\""{a}m\""{a}l\""{a}inen, Timo and Raatikainen, Pertti and Kaario, Kimmo",QoS Provisioning and Pricing for Delay-sensitive Applications in DiffServ Networks,2005,itc19
230,"Zhang, Jing",Forecasting the Number of Subscribers of 3G Mobile Services in China Based on Bass Diffusion Model,2005,itc19
231,"Arvidsson, \r{A}ke and Hederstierna, Anders and Hellmer, Stefan",Forecasting Cellular Mobile Traffic: An Econometric Approach,2005,itc19
232,"Hu, Guoqiang and Gauger, Christoh M. and Junghans, Sascha",Performance Analysis of the CSMA/CA MAC Protocol in the DBORN Optical MAN Network Architecture,2005,itc19
233,"Iversen, V. B. and Stepanov, S. N.",The Unified Approach for Teletraffic Models to Convert Recursions for Global State Probabilities into Stable Form,2005,itc19
234,"Privalov, Aleksandr and Sohraby, Khosrow",Playout in CBR Networks: Single Node Case,2005,itc19
235,"Feng, Wenying and Men, Shushuang",QoS Based Caching Scheme By Page Priority And Popularity,2005,itc19
236,"Martin, Ruediger and Menth, Michael and Charzinski, Joachim",Comparison of Link-by-Link Admission Control and Capacity Overprovisioning,2005,itc19
237,"Lebeugle, F. and Prouti\`{e}re, A.",User-level performance in WLAN hotspots,2005,itc19
238,"Bonald, T. and Prouti\`{e}re, A.",On the Traffic Capacity of Cellular Data Networks,2005,itc19
239,"Zhu, Yanfeng and Niu, Zhisheng",A Hybrid Coordination Function Based Dynamic Polling Mechanism for Enhancing Voice Transmission in IEEE 802.11e Wireless LANs,2005,itc19
240,"Sikdar, Biplab",Queueing Analysis of IEEE 802.11 Point Coordination Function,2005,itc19
241,"Necker, Marc C.",A Simple Model for the IP Packet Service Time in UMTS Networks,2005,itc19
242,"Fiedler, Markus and Chevul, Stefan and Radtke, Olaf and Tutschku, Kurt and Binzenh\""{o}fer, Andreas",The Network Utility Function: A Practicable Concept for Assessing Network Impact on Distributed Services,2005,itc19
243,"Lundqvist, Henrik and Karlsson, Gunnar",Analytical Model for an Host-based Service Differentiation Scheme,2005,itc19
244,"Cho, Hyunjoon and Girard, Andr\'{e} and Rosenberg, Catherine",On Optimal End-to-End QoS Budget Partitioning in Network Dimensioning,2005,itc19
245,"Zhang, Peng and Ye, Chengqing and Ma, Xueying and Li, Xin and Cheng, Yanhua",On Using Lyapunov Function to Design Optimal Controller for AQM Routers Supporting TCP Flows,2005,itc19
246,"Yang, Jinmei and Huang, Changcheng",End-to-End Absolute Differentiated Services for Real-Time Traffic,2005,itc19
247,"Yue, Peng and Liu, Zengji and Zhang, Bing",Fair Bandwidth Allocation for Responsive and Unresponsive flows using Approximate Fairness Dropping Scheme,2005,itc19
248,"G\l\k{a}bowski, Mariusz and Stasiak, Marciej",Analytical Model of Switching Networks with Bandwidth Reservation and Several Attempts of Setting up a Connection,2005,itc19
249,"Ali, M. Mehmet and Song, X.",A Performance Analysis of two Multiplexers in Tandem with Correlated Arrivals,2005,itc19
250,"Zalesky, A. and Wong, E. W. M. and Vu, H. L. and Zukerman, M. and Rosberg, Z. and Bilgrami, M. S.",Computing Blocking in a Hybrid Optical Switch,2005,itc19
251,"Andrew, Lachlan L. H. and Tan, Liansheng S. and Cui, Tony and Zukerman, Moshe",Fairness Comparison of FAST TCP and TCP Vegas,2005,itc19
252,"George, Lise and Jonckheere, Matthieu and Leskel\""{a}, Lasse",Does Repacking Improve Performance of Multiclass Loss Networks with Overflow Routing?,2005,itc19
253,"Leino, Juha and Virtamo, Jorma",Insensitive Traffic Splitting in Data Networks,2005,itc19
254,"Leibnitz, Kenji and Wakamiya, Naoki and Murata, Masayuki",Modeling of IEEE 802.15.4 in a Cluster of Synchronized Sensor Nodes,2005,itc19
255,"Moltchanov, D. and Koucheryavy, Y. and Harju, J.",Non-preemptive i D-BMAPi/D/1/K Queuing System Modeling the Frame Transmission Process over Wireless Channels,2005,itc19
256,"Sakurai, Taka and Le Vu, Hai",Access Delay of the IEEE 802.11 MAC Protocol under Saturation,2005,itc19
257,"Wang, Xin and Kar, Koushik and Low, Steven H.",Cross-Layer Rate Optimization in Wired-cum-Wireless Networks,2005,itc19
258,"Peng, Yong and Xie, Dongliang and Sun, Liang and Cheng, Shiduan",Random Route Discovery Packet Drop Using Load Factor of MAC Layer in IEEE 802.11 Ad Hoc Networks,2005,itc19
259,"Liu, Shuping and Virtamo, Jorma",Performance Analysis of Wireless Data Systems with a Finite Population of Mobile Users,2005,itc19
260,"Fodor, G\'{a}bor and Telek, Mikl\'{o}s",A Recursive Formula to Calculate the Steady State of CDMA Networks,2005,itc19
261,"Holmberg, Torgny and Iversen, Villy B.",Resource Sharing Models for Quality-of-Service with Multi-Rate Traffic,2005,itc19
262,"van Breusegem, Erik and Puype, Bart and Colle, Didier and Cheyns, Jan and Pickavet, Mario and Demeester, Piet",Evaluation of ORION in Predimensioned Networks,2005,itc19
263,"Elayoubi, S.-E. and Chahed, T. and Elsaghir, B.",Insuring Priorities Via Admission Control in WCDMA Mobile Systems,2005,itc19
264,"Zang, Hui and Nucci, Antonio",Optimal NetFlow Deployment in IP Networks,2005,itc19
265,"Milbrandt, Jens and Menth, Michael and Kopf, Stefan",Adaptive Bandwidth Allocation: Impact of Traffic Demand Models for Wide Area Networks,2005,itc19
266,"C\'{e}dric, Fortuny and Olivier, Brun and Jean-Marie, Garcia",Optimization of Routing Metrics in IP networks,2005,itc19
267,"Wille, Emilio C. G. and Mellia, Marco and Leonardi, Emilio and Marsan, Marco A.",IP Network Design with End-to-End QoS Constraints: The VPN Case,2005,itc19
268,"Wang, Lan and Niu, Zhisheng",Downlink Power Control Based on Utility during Soft Handover in DS-CDMA Systems,2005,itc19
269,"Sharafeddine, Sanaa and Riedl, Anton and Bauschert, Thomas",Network Capacity Optimization for Latency-Sensitive Traffic in Multiservice IP Networks,2005,itc19
270,"Hartleb, Franz and Kleinewillingh\""{o}fer-Kopp, Ruth",Dimensioning Wavelength-Routed Multi-Fiber WDM Networks with Limited Number of Wavelength Converters,2005,itc19
271,"Pla, Vicent and Casares-Giner, Vicente and Mart\'{\i}nez, Jorge",A Matrix Analytic Solution of a Finite Buffer Queue with PH Distributed Customers' Impatience,2005,itc19
272,"Niu, Zhisheng and Liu, Jing and Liu, Song and Huang, Dawei",Performance Analysis of Voice Message Service in TDMA/CDMA Cellular Systems,2005,itc19
273,"Maertens, Tom and Walraevens, Joris and Bruneel, Herwig",Non-exponential Tail Probabilities in Queueing Systems,2005,itc19
274,"Schwefel, H. P. and Jobman, M.",Towards a Network Calculus for Bursty ON/OFF Traffic,2005,itc19
275,"Mandjes, Michel and Mannersalo, Petteri and Norros, Ilkka",Priority Queues with Gaussian Input: a Path-space Approach to Loss and Delay Asymptotics,2005,itc19
276,"Boxma, O. J. and van der Mei, R. D. and Resing, J. A.C. and van Wingerden, K. M. C.",Sojourn Time Approximations in a Two-node Queueing Network,2005,itc19
277,"van der Mei, R. D. and Meeuwissen, H. B. and Phillipson, F.",User Perceived Quality-of-Service for Voice-over-IP in a Heterogeneous Multi-Domain Network Environment,2005,itc19
278,"Roy, Abhishek and Basu, Kalyan and Das, Sajal K.",An Information Theoretic Framework for Predictive Channel Reservation in GPRS Push-to-Talk Service,2005,itc19
279,"Agrawal, Rajeev and Diwan, Aniruddha and Joshi, Pranav and Kalyanasundaram, Suresh and Ramachandran, Vinod",Backhaul-Aware Carrier Selection and Scheduling Algorithms for GPRS/EDGE Networks,2005,itc19
280,"Wu, Shuxing and Yang, Tao and Wu, Weiling",A New Dynamic Channel Assignment Scheme Based-on Channels Swapping in DWCS,2005,itc19
281,"Zhou, Jianzhen and Mitchell, Ken",Spatial Autoregressive Models for Resource Demand Prediction in Mobile Wireless Networks,2005,itc19
282,"Basharin, G. P. and Savochkin, E. A.",Decomposition Analysis of Linear Fragments of Wavelength Routed WDM Networks with Multicast Calls,2005,itc19
283,"\Osterb\o, Olav",End-to-End Delay Models with Priority,2005,itc19
284,"Reckner, Stephan and Fidler, Markus",Network Calculus and Conjugate Duality in Network Performance Analysis,2005,itc19
285,"Schehrer, Rudolf",On the explicit Calculation of Overflow Moments of the High Priority Traffic in Loss Systems with Selective Trunk Reservation,2005,itc19
286,"Telikepalli, Radha and Drwiega, Tadeusz and Yan, James",Modeling and Analysis of Storage Area Network Extension Solutions,2005,itc19
287,"Qu, Zhaowei and Lu, Tingjie",A Flat Structure for QoS Support in Mobile IPv6,2005,itc19
288,"Guan, L. and Woodward, M.E. and Awan, I. U.",Performance Analysis of Active Queue Management Scheme for Bursty and Correlated Multi-Class Traffic,2005,itc19
289,"Nguyen, Hung X. and Thiran, Patrick",Failure Location in Transparent Optical Networks: The Asymmetry Between False and Missing Alarms,2005,itc19
290,"Hong, James W.-K. and Leon-Garcia, Alberto",Requirements for the Operations and Management of 4G Networks,2005,itc19
291,"Strassner, J.",NGN Management,2005,itc19
292,"Wang, Hao and Huang, Changcheng and Yan, James",Performance of Prediction-Based Dynamic Bandwidth Provisioning,2005,itc19
293,"\'{E}ltet\""{o}, Tam\'{a}s and Telek, Mikl\'{o}s",Numerical Analysis of Infinite Server Queues with Correlated Arrivals,2005,itc19
294,"Cao, Jianhua and Nyberg, Christian",Linear Programming Relaxations and a Heuristic for the Buffer Sharing Model - Discounted Case,2005,itc19
295,"Nishimura, S. and Shinno, M. and Kanehori, T.",Modeling IP traffic using a BMAP with short-term and long-term dynamics,2005,itc19
296,"Guillemin, Fabrice and Sericola, Bruno",Transient analysis of a fluid buffer driven by a general birth and death process,2005,itc19
297,"Denteneer, Dee and van Leeuwaarden, Johan",The Delayed Bulk Service Queue: a Model for a Reservation Process,2005,itc19
298,"Ivanovich, M. and Fitzpatrick, P. and Bickerdike, P.",Resource Allocation Strategies in Hybrid Delay/Blocking Wireless Systems,2005,itc19
299,"M\""{a}der, Andreas and Staehle, Dirk and Schr\""{o}der, Bernd",Dimensioning of Hardware Components in UMTS Networks with Sectorized NodeBs,2005,itc19
300,"Lu, Ning and Bigham, John",Utility-based Adaptive Bandwidth Allocation for Multi-Class Traffic in Wireless Networks,2005,itc19
301,"Bigham, John and Wu, Jiayi and Du, Lin",Real Time Shaping Of Coverage Patterns For Wireless Communication When Both Terminal And Base Units Move,2005,itc19
302,"Zhang, Wenhui",Performance of Real-time and Data Traffic in Heterogeneous Overlay Wireless Networks,2005,itc19
303,"Sharma, Vicky and Kar, Koushik and La, Richard and Tassiulas, Leandros",Dynamic Network Provisioning for Time-Varying Traffic,2005,itc19
304,"Feng, Benjamin and Huang, Changcheng and Devetsikiotis, Michael and Rabinovitch, Peter",Provisioning End-to-End Quality of Service with Fast Importance Sampling based Traffic Engineering,2005,itc19
305,"Srivastava, Shekhar and Agrawal, Gaurav and Medhi, Deep",Dual-Based Link Weight Determination Towards Single Shortest Path Solutions for OSPF Networks,2005,itc19
306,"Miura, Akira and Shinagawa, Noriteru and Ishihara, Fumiaki and Suzuki, Toshiharu and Mochida, Hideo",Network Design Based on Network and Traffic Characteristics,2005,itc19
307,"Mulyana, Eueung. and Zhang, Shu and Killat, Ullrich",Internet Traffic Engineering for Partially Uncertain Demands,2005,itc19
308,"Mohrehkesh, Shahram and Yousefi, Saleh and Fathy, Mahmoud",A Path Computation algorithm in MPLS Traffic Engineering for reducing blocking probability,2005,itc19
309,"Hamidian, Ali and K\""{o}rner, Ulf",Towards a Solution Providing QoS in Ad Hoc Networks,2005,itc19
310,"Sharafkandi, Sarah and Malouch, Naceur",A Simple and Effective End-to-End Approach to Increase TCP Throughput over Ad-hoc Networks,2005,itc19
311,"Li, Xuefei and Cuthbert, Laurie",DiffServ over Multipath Routing: QoS Provisioning for Mobile Ad hoc Networks,2005,itc19
312,"Farinetto, Christian and Harle, David and Tachtatzis, Christos and Zuyev, Sergei.",Efficient Routing for the Extension of Lifetime and Quality of Energy Constrained Ad Hoc Networks,2005,itc19
313,"Yang, Xiaonan and Mondrag\'{o}n, Ra\'{u}l J.",Connectivity Improvement by Delayed Transmission for Different Mobility Models of Ad-Hoc Network,2005,itc19
314,"Ren, Biao and Liu, Lifeng and Ma, Jian",An Improved Directed Diffusion Algorithm in Wireless Sensor Networks,2005,itc19
315,"Pattavina, Achille and Parini, Alessandra",Modelling Voice Call Interarrival and Holding Time Distributions in Mobile Networks,2005,itc19
316,"Holanda, Raimir and Garc\'{\i}a, Jorge",A new Methodology for Packet trace Classification and Compression based on Semantic Traffic Characterization,2005,itc19
317,"Poryazov, Stoyan A.",What is Offered Traffic In A Real Telecommunication Network?,2005,itc19
318,"Zeidler, Johannes and Tacke, Steffen and Burgstahler, Lars",Characterization of the Traffic Source Behaviour of a GNSS/CN Electronic Fee Collection System,2005,itc19
319,"Kumaran, J. and Mitchell, K. and van de Liefvoort, A.",An Analytic Model of Correlations Induced in a Packet Stream by Background Traffic in IP Access Networks,2005,itc19
320,"M\""{u}ller, Thorsten and Sch\""{u}ler, J\""{o}rg",Relative Frequency of TCP Retransmission Timeouts for Burst Segment Losses,2005,itc19
321,"Zheng, Laibo and Yuan, Dongfeng and Hu, Jiandong",The ML Algorithm of Frequency Offset Estimation for OFDM Systems Based on Pilot Symbols and Decision Data,2005,itc19
322,"Litjens, R. and van den Berg, J.L. and Fleuren, M.J.",Spatial Traffic Heterogeneity in HSDPA Networks and its Impact on Network Planning,2005,itc19
323,"Jensen, Terje and \Osterb\o, Olav",Blocking Probability for GSM Service Requests during Overload,2005,itc19
324,"Sarker, Jahangir H. and H\""{a}ggman, Sven-Gustav",One Directional Real-Time Traffic Flows over the GPRS Air Interface,2005,itc19
325,"Dirani, M. and Chahed, T.",TCP over Selective Repeat ARQ in the Presence of Correlated Error,2005,itc19
326,"Ji, Qi-Jin",Multi-Scale Controller: A New Active Queue Management Scheme,2005,itc19
327,"Li, Yi and Ko, King-Tim and Chen, Guanrong",H\infty Optimization of PI-Controlled AQM,2005,itc19
328,"Austreim, Erling and Emstad, Peder J.",Rate Control of Traffic Sources Based on Level crossing in a Congested Buffer,2005,itc19
329,"Kaneda, Shigeru and Akinaga, Yoshikazu and Shinagawa, Noriteru and Mura, Akira",Traffic Control by Influencing Users Behavior in Mobile Networks,2005,itc19
330,"Du, Jiu-hui and Peng, Jiu-hui and Wang, Wen-bo and Kang, Jian-feng",Load and Admission Control for the TDD-CDMA with Smart Antennas,2005,itc19
331,"Yang, Menghui and Liao, Jianxin and Zhu, Xiaomin",A Study on Overload Control Mechanism of Parlay/OSA Gateway,2005,itc19
332,"Mirtchev, Seferin and Stanev, Ignat",Evaluation of a Single Server Delay System with a Generalized Poisson Input Stream,2005,itc19
333,"Balasubramanian, Aruna and Gosh, Joy and Wang, Xin",A Reputation Based Scheme for Stimulating Cooperation in MANETs,2005,itc19
334,"Xie, Jiawei and Gupta, Anil K. and Das, Amitabha. and Nandi, Sukumar",Efficient Integration of the Multicast Routing Protocol and the Reliable MAC Protocol for MANETs,2005,itc19
335,"Alparslan, Denizhan N. and Sohraby, Denizhan N.",Random Mobility Models for Wireless Ad Hoc Networks and their One-Dimensional Analysis,2005,itc19
336,"Zhou, Bosheng and Marshall, Alan and Lee, Tsung-Han",A Cross-Layer Architecture for DiffServ in Mobile Ad-hoc Networks,2005,itc19
337,"Deng, Jing",Locating Randomly Selected Destinations in Large Multi-hop Wireless Networks,2005,itc19
338,"Koukoutsidis, Ioannis and Altman, Eitan and Kelif, Jean-Marc",Fair Rate Sharing Models in a CDMA Link with Multiple Classes of Elastic Traffic,2005,itc19
339,"Moln\'{a}r, S\'{a}ndor and Kardos, Sndor and Trinh, Tuan A.",Parameter Setting Games in TCP Vegas and FAST TCP,2005,itc19
340,"He, Dan and Sun, Zhili and Zhou, Bo",An ARMAX/GARCH Time Series Model for IP Traffic Trace,2005,itc19
341,"Bodouhi, Kiarash and Hadjinicolaou, Marios G.","Holding, Conversation and Setup Times Probability Distributions of Bulk Internet Telephony Traffic for VoIP/PSTN Gateways",2005,itc19
342,"Xie, Yi and Yu, Shunzheng",A Detection Approach of User Behaviors Based on HsMM,2005,itc19
343,"Harmantzis, F.C. and Hatzinakos, D.",Heavy Network Traffic Modeling and Simulation using Stable FARIMA Processes,2005,itc19
344,"Chen, Yi-Chiun and Tang, Sidney and Zhou, Yingxin",Voice Quality in 3GPP Release 4 Circuit Core,2005,itc19
345,"Lischelb, Xi and Schelb, Richard and G\""{o}rg, Carmelita and Timm-Giel, Andreas",Dimensioning of UTRAN Iub Links for Elastic Internet Traffic,2005,itc19
346,"Saito, Hiroshi",Combined Vehicular Communication and its Performance,2005,itc19
347,"Peng, Mugen and Wang, Wenbo",Investigation of Uplink Performances Based on the Switched Beam Antenna Scheme in TDD-CDMA Systems,2005,itc19
348,"Yang, Tao and Wu, Shuxing and Wu, Weiling",A Multi-hop Cellular Architecture with Fixed Relay Nodes and its Reverse Link Capacity Analysis,2005,itc19
349,"Koubaa, Mohamed and Puech, Nicolas and Gagnaire, Maurice",Traffic Engineering for Differentiated Services in Transparent WDM Networks,2005,itc19
350,"Dziong, Zbigniew and Khedimi, Hadda and Nagarajan, Ramesh",Link Cost Optimization for Protection Routing in Meshed Networks,2005,itc19
351,"Kist, Alexander A. and Lloyd-Smith, Bill and Harris, Richard J.",A Simple IP Flow Blocking Model,2005,itc19
352,"Liu, Aibo and Lu, Yuming and Ji, Yuefeng",A Novel Topology Aggregation Algorithm for Hierarchical Routing in Asymmetric Networks,2005,itc19
353,"Blefari-Melazzi, N. and Di Sorte, D. and Femminella, M. and Piacentini, L. and Reali, G.",A Distributed Brokerage Framework to Balance the Load in Wireless Networks,2005,itc19
354,"Persaud, Rajendra and Berghoff, Gerald and Schanko, Ralf",An MPLS-based Handover Solution for Cellular Networks,2005,itc19
355,"Liu, Yueyang and Ji, Hong and Yue, Guangxin",An Energy-Based Clustering Algorithm for Ad-Hoc Sensor Networks,2005,itc19
356,"Yang, Yuanyuan and Ma, Chi",Battery-Aware Routing in Wireless Ad Hoc Networks -- Part II: Battery-Aware Routing ,2005,itc19
357,"Ma, Chi and Yang, Yuanyuan",Battery-Aware Routing in Wireless Ad Hoc Networks -- Part I: Energy Model,2005,itc19
358,"Liu, Lifeng and Zou, Shihong and Ren, Biao and Cheng, Shiduan",A Dynamic Topology Management Scheme Based on Mobility Prediction in Wireless Sensor Networks,2005,itc19
359,"Azzana, Youssef and Guillemin, Fabrice and Robert, Philippe",A Stochastic Model for the Topology Discovery of Tree Networks,2005,itc19
360,"Lin, Lidong and Jia, Weijia",An Efficient Method for End-to-end Available Bandwidth Measurement,2005,itc19
361,"Eum, S and Murphy, J. and Harris, R.J.",A Fast Accurate LP Approach for Traffic Matrix Estimation,2005,itc19
362,"Dahmouni, Hamaza and Ross\'{e}, David and Morin, Bertrand and Vaton, Sandrine",Impact of Data Traffic Composition on GPRS Performance,2005,itc19
363,"Hong, Fei and Bai, Yu and Zhao, Zhuang",MSMD Network Tomography Based on Metrics,2005,itc19
364,"Zhu, P.D. and Zhang, X. and Liu, Y.A. and Wang, W.B.",A Novel Tri-angle Cellular Architecture Based on OFDMA and Related Interference Resolving Algorithm,2005,itc19
365,"Wang, Xinglin and Pei, Tingrui and Wu, Weiling",Opportunistic Beamforming Performance Evaluation With Multiple Antennas,2005,itc19
366,"He, Jianhui and Quan, Ziyi and Men, Aidong",High-throughput High-performance OFDM via Carrier Interferometry Approaches for Complex Signaling,2005,itc19
367,"Hu, Rose Q. and Best, Robert and Qian, Yi and Jin, Mingzhou",A Scheduling Algorithm in a Core Optical Router with Heterogeneous Traffic ,2005,itc19
368,"Kortebi, A. and Queslati, S. and Roberts, J.",Implicit Service Differentiation using Deficit Round Robin,2005,itc19
369,"Lie, Arne and Aamo, Ole M. and Ronningen, Leif A.",A Performance Comparison Study of DCCP and a Method with Non-binary Congestion Metrics for Streaming Media Rate Control,2005,itc19
370,"Moscholios, Ioannis D. and Logothetis, Michael D.",Call-level Blocking of ON-OFF Traffic Sources in a Shared Resource Environment with Batched Poisson Arrival Processes,2005,itc19
371,"Aida, Masaki and Takano, Chisa and Miura, Akira",Diffusion-Type Flow Control Scheme for Multiple Flows,2005,itc19
372,"Lu, Zhaobiao and Zhang, Min and Zhang, Di and Ye, Peida",A Novel Scheme for Traffic Shaping at Edge Nodes in Optical Packet Switching Networks,2005,itc19
373,"Casilari, Eduardo and Trivi\ {n}o-Cabrera, Alicia",A Practical Study of the Random Waypoint Mobility Model in Simulations of Ad hoc Networks,2005,itc19
374,"Li, Ning and Guo, Yan and Tian, Chang and Zheng, Shao-ren",Novel Method to Estimate the Topology-Based Capacity of Mobile Ad Hoc Networks ,2005,itc19
375,"Lin, Xiao and Bodanese, Eliane",CDMA Bus Lane: A Novel QoS Solution for Real-time Traffic in Ad Hoc Networks,2005,itc19
376,"Dong, Fuguo and Yuan, Da and Fan, Hui",Study on Reliable Transport Technology for MPRN ,2005,itc19
377,"Naguyen, Duc D. and Wang, Jidong and Andrew, Lachlan and Chan, Sammy",MaxNet: a More Efficient Max-min Fair Allocation Scheme,2005,itc19
378,"Ohzahata, Satoshi and Kawashima, Konosuke",A Pure P2P Network Size Estimation Method Using Network Measurements and Computer Simulation Experiments,2005,itc19
379,"Xun, Su and Fernandez, Jose and Rubi, Ernesto and Legrand, Iosif and Alvarez, Heidi and Ibarra, Julio",Anatomy of an International Exchange Point: Distributed Network Monitoring Using MonALISA and NetFlow,2005,itc19
380,"Vacirca, Franceso and Ziegler, Thomas and Hasenleithner, Eduard",Estimating Frequency and Effects of TCP Spurious Retransmission Timeouts by Traffic Monitoring in Operational GPRS Networks,2005,itc19
381,"Molina, M. and Niccolini, S. and Duffield, N.G.",A Comparative Experimental Study of Hash Functions Applied to Packet Sampling,2005,itc19
382,"Diwakar, D. and Srinivasan, T.",A High Performance IP Lookup for IPv6 Using Parallel Computation Model,2005,itc19
383,"Takagi, Hideaki and Yoshino, Hideaki and Matoba, Naoto and Azuma, Mitsuhiro and Shirakabe, Masashige","System Capacity Calculation for Packet-Switched Traffic in the Next Generation Wireless Systems, Part II: Batch Arrival M/G/1 Nonpreemptive Priority Queueing Model for Transmission over a Radio Channel",2005,itc19
384,"Irnich, Tim and Walke, Bernhard H. and Takagi, Bernhard H.","System Capacity Calculation for Packet-Switched Traffic in the Next Generation Wireless Systems, Part I: M/G/1 Non-preemptive Priority Queuing Model for IP Packet Transmission",2005,itc19
385,"Tan, Liansheng and Wang, Hanwu and Zukerman, Moshe",A Distributed Bandwidth Fair Allocation Algorithm for RPR Networks,2005,itc19
386,"Li, Jing and Fan, Chen and Zhang, Xin and Yang, Decheng",Analysis of Downlink Power Allocation during Soft Handover in the CDMA System,2005,itc19
387,"Li, Frank Y. and Winjum, Eli and Spilling, P\r{a}l",Connectivity-aware Rate Adaptation for 802.11 Multirate Ad Hoc Networking,2005,itc19
388,"Yao, Na and Cuthbert, Laurie",Case Matching for Resource Management in WCDMA Network,2005,itc19
389,"Yang, Menghui and Liao, Jianxin and Chen, Junliang",Performance Modeling and Analysis of Core Service Platform for Next-Generation Network,2005,itc19
390,"Sousa-Vieira, M.E. and Su\'{a}rez-Gonz\'{a}lez, A. and L\'{o}pez-Ardao, J.C. and Fern\'{a}ndez-Veiga, M. and L\'{o}pez-Garc\'{\i}a, C.",On the Flexibility of M/G/∞ Processes for Modeling Traffic Correlations,2007,itc20
391,"Davy, Alan and Botvich, Dmitri and Jennings, Brendan",On the Use of Accounting Data for QoS-Aware IP Network Planning,2007,itc20
392,"Ghosh, Indradip and Basu, Kalyan and Kundu, Sumantra R.",A Cross-Layer Approach for Evaluating the Impact of Single NEXT Interferer in DMT Based ADSL Systems,2007,itc20
393,"Hamidian, Ali and K\""{o}rner, Ulf",Providing QoS in Ad Hoc Networks with Distributed Resource Reservation,2007,itc20
394,"Washington, Nicki and Perros, Harry",Performance Analysis of Traffic-Groomed Optical Networks Employing Alternate Routing Techniques,2007,itc20
395,"Borst, Sem and Saniee, Iraj and Whiting, Phil",Distributed Dynamic Load Balancing in Wireless Networks,2007,itc20
396,"Bziuk, Wolfgang",Uniform Approximations for Multirate Loss Systems with State Dependent Arrival Rates,2007,itc20
397,"Alouf, Sara and Dandoush, Abdulhalim and Nain, Philippe",Performance Analysis of Peer-to-Peer Storage Systems,2007,itc20
398,"Leino, Juha and Penttinen, Aleksi and Virtamo, Jorma",Approximating Flow Throughput in Complex Data Networks,2007,itc20
399,"Oikonomou, K.N. and Ramakrishnan, K.K. and Doverspike, R.D. and Chiu, A. and Martinez-Heath, M. and Sinha, R.K.",Performability Analysis of Multi-layer Restoration in a Satellite Network,2007,itc20
400,"Ray, Saikat and Gu\'{e}rin, Roch and Sofia, Rute",Distributed Path Computation Without Transient Loops: An Intermediate Variables Approach,2007,itc20
401,"Eum, Suyong and Harris, Richard J. and Atov, Irena",Traffic Matrix Estimation Based on Markovian Arrival Process of Order Two (MAP-2),2007,itc20
402,"Wakamiya, Naoki and Murata, Masayuki",Bio-inspired Analysis of Symbiotic Networks,2007,itc20
403,"Lee, Moon H. and Dudin, Sergey and Klimenok, Valentina",Queueing Model with Time-Phased Batch Arrivals,2007,itc20
404,"Spaey, Kathleen and Blondia, Chris",Analysis of the Influence of Video-Aware Traffic Management on the Performance of the Dejittering Mechanism,2007,itc20
405,"Niu, Zhisheng and Zhu, Yanfeng and Benetis, Vilius",A Phase-Type Based Markov Chain Model for IEEE 802.16e Sleep Mode and Its Performance Analysis,2007,itc20
