id,author,title,year,citation,tag
207,"Binzenh\""{o}fer, Andreas and Staehle, Dirk and Henjes, Robert",On the Fly Estimation of the Peer Population in a Chord-based P2P System,2005,18,itc19
208,"Ho{\ss}feld, Tobias and M\""{a}der, Andreas and Tutschku, Kurt and Tran-Gia, Phuoc and Andersen, Frank-Uwe and de Meer, Hermann and Dedinski, Ivan",Comparison of Crawling Strategies for an Optimized Mobile P2P Architecture,2005,11,itc19
209,"Scharf, Michael",On the Response Time of Large-scale Composite Web Services,2005,20,itc19
210,"Guo, Wei and Cheng, Shiduan",Load Sharing in Stream Control Transmission Protocol,2005,8,itc19
211,"Tagami, Atsushi and Hasegawa, Teruyuki and Hasegawa, Toru",Packet Layer Routing Stability Analysis for GMPLS-based IP Backbone Network,2005,2,itc19
212,"Ghosh, Preetam and Basu, Kaylan and Das, Sajal K.",A Photonic Container Switched OBS Architecture with Non-preemptive Centralized Scheduler for the Core Transport Network,2005,0,itc19
213,"Matsumoto, Takehiko and Takenaka, Toyofumi",A Dynamic RWA Algorithm for Photonic Networks which Takes Account of Future Demand,2005,1,itc19
214,"Yao, Mingwu and Liu, Zenji and Wen, Aijun",Comparison of the Wavelength Converter Sharing Schemes with Burst Splitting,2005,-1,itc19
215,"Yin, Zeming and Liu, Yuzhang and Yang, Fangchun",Performance Analysis of SIP as Signaling in Next Generation Network,2005,0,itc19
216,"Yi, Yung and Shakkottai, Sanjay",FluNet: A Hybrid Internet Simulation/Emulation Environment for a Fast Queue Regime,2005,1,itc19
217,"Li, Lunquan and Jiwasurat, Soranun and Liu, Peng and Kesidis, George",Emulation of Single-packet UDP Scanning Worms in Large Enterprises,2005,6,itc19
218,"Elayoubi, S.-E. and Fouresti\'{e}, B.",On Trajectory Splitting for Accelerating Dynamic Simulations in Mobile Wireless Networks,2005,3,itc19
219,"Boucherie, Richard J. and Lassila, Pasi",Efficient Etimation of Bocking Probabilities in Non-stationary Loss Networks,2005,-1,itc19
220,"Malik, Sireen and Killat, Ullrich",An Argument for Reduction of Simulation Complexity,2005,-1,itc19
221,"Vergetis, Evangelos and Gu\'{e}rin, Roch and Sarkar, Saswati",Improving Performance Through Channel Diversity in the Presence of Bursty Losses,2005,12,itc19
222,"Roijers, F. and van den Berg, J. L. and Fan, X.",Analytical Modelling of TCP File Tansfer Times over 802.11 Wireless LANs,2005,7,itc19
223,"Altman, E. and Kumar, A. and Kumar, D. and Venkatesh, R.",Cooperative and Non-Cooperative Control in IEEE 802.11 WLANs,2005,32,itc19
224,"Cheung, S. K. and van den Berg, J. L. and Boucherie, Richard J. and Litjens, R. and Roijers, F.",An Analytical Packet/flow-level Modelling Approach for Wireless LANs with Quality-of-Service Support,2005,17,itc19
225,"Bonneau, N. and Altman, E. and Debbah, M. and Caire, G.",An Evolutionary Game Perspective to ALOHA with Power Control,2005,22,itc19
226,"Hansen, Audun Fosselie and Kvalbein, Amund and Gjessing, Stein and \u{C}i\u{c}i\'{c}, Tarik and Jensen, Terje and \Osterb\o, Olav N. and Lysne, Olav","Fast, Effective and Stable IP Recovery Using Resilient Routing Layers",2005,8,itc19
227,"Herzberg, Meir and Raz, David",Resource Assignment in Multi-service Survivable Networks Based on the Cycle-oriented Approach,2005,5,itc19
228,"Luo, Yi and Xin, Zhan-Hong",A Study of Tariff Mechanisms for Mobile Telecommunication,2005,-1,itc19
229,"Zhang, Jian and H\""{a}m\""{a}l\""{a}inen, Timo and Raatikainen, Pertti and Kaario, Kimmo",QoS Provisioning and Pricing for Delay-sensitive Applications in DiffServ Networks,2005,0,itc19
230,"Zhang, Jing",Forecasting the Number of Subscribers of 3G Mobile Services in China Based on Bass Diffusion Model,2005,1,itc19
231,"Arvidsson, \r{A}ke and Hederstierna, Anders and Hellmer, Stefan",Forecasting Cellular Mobile Traffic: An Econometric Approach,2005,4,itc19
232,"Hu, Guoqiang and Gauger, Christoh M. and Junghans, Sascha",Performance Analysis of the CSMA/CA MAC Protocol in the DBORN Optical MAN Network Architecture,2005,6,itc19
233,"Iversen, V. B. and Stepanov, S. N.",The Unified Approach for Teletraffic Models to Convert Recursions for Global State Probabilities into Stable Form,2005,4,itc19
234,"Privalov, Aleksandr and Sohraby, Khosrow",Playout in CBR Networks: Single Node Case,2005,-1,itc19
235,"Feng, Wenying and Men, Shushuang",QoS Based Caching Scheme By Page Priority And Popularity,2005,-1,itc19
236,"Martin, Ruediger and Menth, Michael and Charzinski, Joachim",Comparison of Link-by-Link Admission Control and Capacity Overprovisioning,2005,6,itc19
237,"Lebeugle, F. and Prouti\`{e}re, A.",User-level performance in WLAN hotspots,2005,15,itc19
238,"Bonald, T. and Prouti\`{e}re, A.",On the Traffic Capacity of Cellular Data Networks,2005,5,itc19
239,"Zhu, Yanfeng and Niu, Zhisheng",A Hybrid Coordination Function Based Dynamic Polling Mechanism for Enhancing Voice Transmission in IEEE 802.11e Wireless LANs,2005,4,itc19
240,"Sikdar, Biplab",Queueing Analysis of IEEE 802.11 Point Coordination Function,2005,4,itc19
241,"Necker, Marc C.",A Simple Model for the IP Packet Service Time in UMTS Networks,2005,7,itc19
242,"Fiedler, Markus and Chevul, Stefan and Radtke, Olaf and Tutschku, Kurt and Binzenh\""{o}fer, Andreas",The Network Utility Function: A Practicable Concept for Assessing Network Impact on Distributed Services,2005,18,itc19
243,"Lundqvist, Henrik and Karlsson, Gunnar",Analytical Model for an Host-based Service Differentiation Scheme,2005,0,itc19
244,"Cho, Hyunjoon and Girard, Andr\'{e} and Rosenberg, Catherine",On Optimal End-to-End QoS Budget Partitioning in Network Dimensioning,2005,2,itc19
245,"Zhang, Peng and Ye, Chengqing and Ma, Xueying and Li, Xin and Cheng, Yanhua",On Using Lyapunov Function to Design Optimal Controller for AQM Routers Supporting TCP Flows,2005,3,itc19
246,"Yang, Jinmei and Huang, Changcheng",End-to-End Absolute Differentiated Services for Real-Time Traffic,2005,-1,itc19
247,"Yue, Peng and Liu, Zengji and Zhang, Bing",Fair Bandwidth Allocation for Responsive and Unresponsive flows using Approximate Fairness Dropping Scheme,2005,4,itc19
248,"G\l\k{a}bowski, Mariusz and Stasiak, Marciej",Analytical Model of Switching Networks with Bandwidth Reservation and Several Attempts of Setting up a Connection,2005,1,itc19
249,"Ali, M. Mehmet and Song, X.",A Performance Analysis of two Multiplexers in Tandem with Correlated Arrivals,2005,0,itc19
250,"Zalesky, A. and Wong, E. W. M. and Vu, H. L. and Zukerman, M. and Rosberg, Z. and Bilgrami, M. S.",Computing Blocking in a Hybrid Optical Switch,2005,0,itc19
251,"Andrew, Lachlan L. H. and Tan, Liansheng S. and Cui, Tony and Zukerman, Moshe",Fairness Comparison of FAST TCP and TCP Vegas,2005,9,itc19
252,"George, Lise and Jonckheere, Matthieu and Leskel\""{a}, Lasse",Does Repacking Improve Performance of Multiclass Loss Networks with Overflow Routing?,2005,0,itc19
253,"Leino, Juha and Virtamo, Jorma",Insensitive Traffic Splitting in Data Networks,2005,7,itc19
254,"Leibnitz, Kenji and Wakamiya, Naoki and Murata, Masayuki",Modeling of IEEE 802.15.4 in a Cluster of Synchronized Sensor Nodes,2005,23,itc19
255,"Moltchanov, D. and Koucheryavy, Y. and Harju, J.",Non-preemptive i D-BMAPi/D/1/K Queuing System Modeling the Frame Transmission Process over Wireless Channels,2005,3,itc19
256,"Sakurai, Taka and Le Vu, Hai",Access Delay of the IEEE 802.11 MAC Protocol under Saturation,2005,-1,itc19
257,"Wang, Xin and Kar, Koushik and Low, Steven H.",Cross-Layer Rate Optimization in Wired-cum-Wireless Networks,2005,2,itc19
258,"Peng, Yong and Xie, Dongliang and Sun, Liang and Cheng, Shiduan",Random Route Discovery Packet Drop Using Load Factor of MAC Layer in IEEE 802.11 Ad Hoc Networks,2005,1,itc19
259,"Liu, Shuping and Virtamo, Jorma",Performance Analysis of Wireless Data Systems with a Finite Population of Mobile Users,2005,21,itc19
260,"Fodor, G\'{a}bor and Telek, Mikl\'{o}s",A Recursive Formula to Calculate the Steady State of CDMA Networks,2005,19,itc19
261,"Holmberg, Torgny and Iversen, Villy B.",Resource Sharing Models for Quality-of-Service with Multi-Rate Traffic,2005,1,itc19
262,"van Breusegem, Erik and Puype, Bart and Colle, Didier and Cheyns, Jan and Pickavet, Mario and Demeester, Piet",Evaluation of ORION in Predimensioned Networks,2005,4,itc19
263,"Elayoubi, S.-E. and Chahed, T. and Elsaghir, B.",Insuring Priorities Via Admission Control in WCDMA Mobile Systems,2005,1,itc19
264,"Zang, Hui and Nucci, Antonio",Optimal NetFlow Deployment in IP Networks,2005,18,itc19
265,"Milbrandt, Jens and Menth, Michael and Kopf, Stefan",Adaptive Bandwidth Allocation: Impact of Traffic Demand Models for Wide Area Networks,2005,23,itc19
266,"C\'{e}dric, Fortuny and Olivier, Brun and Jean-Marie, Garcia",Optimization of Routing Metrics in IP networks,2005,0,itc19
267,"Wille, Emilio C. G. and Mellia, Marco and Leonardi, Emilio and Marsan, Marco A.",IP Network Design with End-to-End QoS Constraints: The VPN Case,2005,3,itc19
268,"Wang, Lan and Niu, Zhisheng",Downlink Power Control Based on Utility during Soft Handover in DS-CDMA Systems,2005,0,itc19
269,"Sharafeddine, Sanaa and Riedl, Anton and Bauschert, Thomas",Network Capacity Optimization for Latency-Sensitive Traffic in Multiservice IP Networks,2005,1,itc19
270,"Hartleb, Franz and Kleinewillingh\""{o}fer-Kopp, Ruth",Dimensioning Wavelength-Routed Multi-Fiber WDM Networks with Limited Number of Wavelength Converters,2005,0,itc19
271,"Pla, Vicent and Casares-Giner, Vicente and Mart\'{\i}nez, Jorge",A Matrix Analytic Solution of a Finite Buffer Queue with PH Distributed Customers' Impatience,2005,0,itc19
272,"Niu, Zhisheng and Liu, Jing and Liu, Song and Huang, Dawei",Performance Analysis of Voice Message Service in TDMA/CDMA Cellular Systems,2005,0,itc19
273,"Maertens, Tom and Walraevens, Joris and Bruneel, Herwig",Non-exponential Tail Probabilities in Queueing Systems,2005,3,itc19
274,"Schwefel, H. P. and Jobman, M.",Towards a Network Calculus for Bursty ON/OFF Traffic,2005,4,itc19
275,"Mandjes, Michel and Mannersalo, Petteri and Norros, Ilkka",Priority Queues with Gaussian Input: a Path-space Approach to Loss and Delay Asymptotics,2005,22,itc19
276,"Boxma, O. J. and van der Mei, R. D. and Resing, J. A.C. and van Wingerden, K. M. C.",Sojourn Time Approximations in a Two-node Queueing Network,2005,11,itc19
277,"van der Mei, R. D. and Meeuwissen, H. B. and Phillipson, F.",User Perceived Quality-of-Service for Voice-over-IP in a Heterogeneous Multi-Domain Network Environment,2005,1,itc19
278,"Roy, Abhishek and Basu, Kalyan and Das, Sajal K.",An Information Theoretic Framework for Predictive Channel Reservation in GPRS Push-to-Talk Service,2005,1,itc19
279,"Agrawal, Rajeev and Diwan, Aniruddha and Joshi, Pranav and Kalyanasundaram, Suresh and Ramachandran, Vinod",Backhaul-Aware Carrier Selection and Scheduling Algorithms for GPRS/EDGE Networks,2005,0,itc19
280,"Wu, Shuxing and Yang, Tao and Wu, Weiling",A New Dynamic Channel Assignment Scheme Based-on Channels Swapping in DWCS,2005,-1,itc19
281,"Zhou, Jianzhen and Mitchell, Ken",Spatial Autoregressive Models for Resource Demand Prediction in Mobile Wireless Networks,2005,3,itc19
282,"Basharin, G. P. and Savochkin, E. A.",Decomposition Analysis of Linear Fragments of Wavelength Routed WDM Networks with Multicast Calls,2005,-1,itc19
283,"\Osterb\o, Olav",End-to-End Delay Models with Priority,2005,-1,itc19
284,"Reckner, Stephan and Fidler, Markus",Network Calculus and Conjugate Duality in Network Performance Analysis,2005,1,itc19
285,"Schehrer, Rudolf",On the explicit Calculation of Overflow Moments of the High Priority Traffic in Loss Systems with Selective Trunk Reservation,2005,2,itc19
286,"Telikepalli, Radha and Drwiega, Tadeusz and Yan, James",Modeling and Analysis of Storage Area Network Extension Solutions,2005,1,itc19
