id,author,title,year,citation,tag

712,"Shen, Zaiming and Masuyama, Shigeru and Muro, Shojiro and Toshiharu, Hasegawa",Performance Evaluation of Prioritized Token Ring Protocols,1985,8,itc11

713,"Seraj, Jila",An Analysis of Processor Load Control in SPC Systems,1985,5,itc11

714,"Sengoku, Masakazu and Kudo, Wako and Abe, Takeo",Adaptive Channel Assignments in a Small Cell Mobile Radio Communication System,1985,2,itc11

715,"Segal, M. and Smith, D.R.",Some Traffic Issues in Digital Cross-Connect Systems,1985,-1,itc11

716,"Seelen, L.P. and Tijms, H.C.",Approximations to the Waiting Time Percentiles in the M/G/c Queue,1985,11,itc11

717,"Schreiber, Friedrich and Homeyer, Martina",Evaluation of Correlated Random Sequences Based on the Bayes-Laplace Statistics of Markov Processes,1985,0,itc11

718,"Schoute, Frits C.",Optimal Delays for Retransmission in Multi-Access Communication Systems,1985,-1,itc11

719,"Satoh, Shohei and Tanabe and Mochizai, Hiroyuki",Traffic Characteristics of DAMA TASI/DSI System,1985,0,itc11

720,"Sallai, Byula and Dely, Zoltan",Dimensioning Alternate Routing Networks with Overload Protection,1985,2,itc11

721,"S and ers, b. and Haemers, W.H. and Wilcke, R.",Approximation Techniques for Queueing Systems with Finite Waiting Room,1985,-1,itc11

722,Ruth,A Heuristic Procedure for Optimizing a Switching Network,1985,-1,itc11

723,Rune and Paul,Changes in Traffic Parameters Due to Introduction of Time Dependent Tariffs,1985,-1,itc11

724,"Richards, G.W. and Hwang, F.K.",A Two Stage Rearrangeable Broadcast Switching Network,1985,66,itc11

725,"Ramaswami, V. and Aswath Rao, K.",Flexible Time Slot Assignment: A Performance Study for the Integrated Service Digital Network,1985,25,itc11

726,"Raith, Thomas",Performance Analysis of Multibus Interconnection Networks in Distributed Systems,1985,32,itc11

727,"Roberts, James and Liao, Keqiang",Traffic Models for Telecommunication Service With Advance Capacity Reservation,1985,29,itc11

728,Roosma,Optimization of Digital Network Structures,1985,4,itc11

729,"Pioro, Michal and Bengt",Multihour Optimization of Non-Hierarchical Circuit Switched Communication Networks with Sequential Routing,1985,12,itc11

730,"Phelan, J.J. and Karel, G.L. and Barron, E.N.",Essential Service Protection Under Traffic Overloads,1985,-1,itc11

731,"Pearce, C.E.M",On Non-Renewal Telephone Traffic and its Peakedness,1985,-1,itc11

732,"Passeron, Annie and Rivat, Simone",An Analysis of Traffic Variations in the French Telephone Network,1985,1,itc11

733,"Parviala, Asko",The Stability of Telephone Traffic Intensity Profiles and its Influence on Measurement Schedules and Dimensioning,1985,-1,itc11

734,"Potter, R.M.",ISDN Protocol and Architexture Models,1985,-1,itc11

735,"Posner, Edward C. and Guerin, Roch",Traffic Policies in Cellular Radio That mimimize Blocking of Handoff Calls,1985,138,itc11

736,"Ott, T.J. and Krishnan, K.R.",State Dependent Routing of Telephone Traffic and the Use of Separable Routing Schemes,1985,136,itc11

737,"Osterbo, Olav",Analysis of a Queueing Network with Popolation Size Constraints,1985,-1,itc11

738,"Okada, Hiromi",Performance Evaluation of Medium-Access Control Protocols in Local Area Networks,1985,-1,itc11

739,"Ohtsuki, Kazuhiro and Shimizu, Toshio and Hasegawa, Toshiharu",Approximate Analysis for Bulk Queueing System with Composite Service Discipline,1985,-1,itc11

740,"Ohno, Keizo and Hirose, Tatsu and Kojima, Masao",Characteristics of Non-Voice Applications Over the International Public Switched Telephone Network,1985,7,itc11

741,"Nunes, Carlos Alberto and Conde, Ricardo and Carvalho, Paulo Cesar",Traffic Administration in the Brazilian Network,1985,0,itc11

742,"Nishida, Takeshi and Murata, Masayuki and Miyahara, Hideo and Takashima, Kensuke",Dynamic Congestion Control in Interconnected Local Area Networks,1985,5,itc11

743,"Naumova, E.O. and Shkolny, E.I.",Fault Lines Influence to Values of Probabilistic Characteristics and Their Measurement Accuracy in System with Expectation and Repeated Calls,1985,-1,itc11

744,"Nordeste, Paulo and Moura, Lourenco","Oscar, Traffic Measurement, Maintenance and Management of the Portuguese Telephone Network",1985,-1,itc11

745,"Murata, Hatsuho",Traffic Characteristics of Control Signals in an ISDN Switching System,1985,2,itc11

746,"Murao, Yo and Nakamura, Gisaku",Relations Among the Moments of Queue Length Distribution in the System M/G/1 with Unit-Service and Bulk-Service,1985,0,itc11

747,"Miyazawa, Masakiyo",Approximations for a Single Server Queue with a Branching Poisson Arrival Process,1985,4,itc11

748,"Mina, R.R.",Selected Traffic Problems Associated with the Restructuring of the Telephone Industiry in the United States,1985,-1,itc11

749,Mats,Capacity of a PSTN-Mobile Telephone Network in View of the Special Requirements From a Mobile Subscriber,1985,0,itc11

750,"Mason, L.G. and DeSerres, Y. and Meubus, C.",Circuit-Switched Multipoint Service Performance Models,1985,2,itc11

751,"Marshall, W.T. and Morgan, S.P.",Statistics of Mixed Data Traffic on a Local Area Network,1985,38,itc11

752,"Manfield, David and Denis, Bob and Basu, Kalyan and Rouleau, Guy",Overload Control in a Hierarchical Switching System,1985,5,itc11

753,"MacFadyen, Neil and Everitt, David",Teletrafic Problems in Cellular Mobile Radio Systems,1985,3,itc11

754,"Morse, J.D.",Performance Evaluation of Burst-Switched Integrated Voice-Data Networks,1985,9,itc11

755,"Morimura, Hidenori and Tsunakawa, Toshihiko",An Analysis of the Cooperative Service System Using Nearly Completely Decomposability,1985,1,itc11

756,"Moreira de Souza, Jorge and {Bastos Martini, Marta}, R. and Lavelha, Antonio C.",A Method for Trafficability/Reliability Analysis: Application to Tropico-R Switching System,1985,6,itc11

757,"Lubacz, Jozef and Jarocinski, Michal",Teletraffic Aspects of Voice/Data Integration,1985,-1,itc11

758,"Lindberger, Karl and Tidblom, Sven-Erik",Analytical Methods to Determine the CPU Capacity of an SPC Exchange with Respect to Certain GOS Demands,1985,0,itc11

759,"Lindberg, Per and Nivert, Krister and Sagerholm, Barbro",Economy and Service Aspects of Different Designs of Alternate Routing Networks,1985,1,itc11

760,"Lindberg, Per",Time Congestion and the Continued Fraction Expansion of the Erlang Formula,1985,-1,itc11

761,"Lind, Gunnar",Queueing Systems Where Arrival of Service Times are Markov-Dependent,1985,-1,itc11

762,"Liang, Qiong Jian",An Algorithm for Traffic Routing Problem,1985,-1,itc11

763,"Lewis, A. and Claudius, J.M.",International Traffic Volume Forecasting,1985,-1,itc11

764,"Levy, Yonatan",A Class of Scheduling Policies for Real-Time Processors with Switching System Applications,1985,2,itc11

765,"Lemppenau, Wolfram and Tran-Gia, Phouc",A Universal Environment Simulator for SPC SWitching System Testing,1985,3,itc11

766,"Leijon, Herbert",Traffic Interest Matrices - A Forecasting Scheme for Developing Networks,1985,-1,itc11

767,"Lehnert, Ralf",Waiting Times in a M/M/N/S1/S2/HOL-Nonpre Queueing System,1985,0,itc11

768,"Lee, Lansun",Relationship of Some Traffic Parameters Based on AGT Measured Data,1985,-1,itc11

769,"Lebourges, Marc and Becque, Christopher and Songhurst, David",Analysis and Dimensioning of Non-Hierarchical Telephone Networks,1985,0,itc11

770,"Labetoulle, J.",Mixing of Traffics on a Trunk Group: Calculation of Blocking Probabilities Using an Extension of the ERT Method,1985,4,itc11

771,"Kuribayashi, Shin-ichi and Takenaka, Toyofumi",Comparative Evaluation of Hierarchical and Non-Hierarchical Packet Networks,1985,5,itc11

772,"Kurakami, Kohsoh and Katoh, Masafumi and Abe, Shunji",Traffic Design for Time Division Wideband Switching Networks,1985,4,itc11

773,"Kubasik, Jerzy",On Some Numerical Methods for the Computation of Erlang and Engset Functions,1985,9,itc11

774,"Ko, King-Tim",Characteristics of Telecommunication Services and Traffic,1985,0,itc11

775,"Knutsson, Ake",Optimal Feed-Back Control of a Stochastic Service System: A Martingale Approach,1985,-1,itc11

776,"Kitajima, Hiroyuki and Ohmachi, Kazuhiko",Integrated Tool for Computer Network System Configuration Planning,1985,-1,itc11

777,"Kimura, Toshikazu",Refining Diffusion Approximations for GI/G/1 Queues: A Tight Discretization Method,1985,16,itc11

778,"Kiesel, W.M.",End-to-End Transport Delays in Local Area Networks,1985,0,itc11

779,"Kharkevich, A. and Endaltsev, I. and Melik-Gaikazova, E. and Pevtsov, N. and Stepanov, S.",Approximate Analysis of Systems with Repeated Calls and Multiphase Service,1985,2,itc11

780,"Kashper, Arik",Solving Blocking Problems in Hybrid Networks,1985,1,itc11

781,"Kappel, J.G.",Service Standards: Evolution and Needs,1985,-1,itc11

782,"Kozlowski, Aleks and T., er",An Analysis of Two-Hop Random-Access Radio Networks with Higher Channel Utilization,1985,1,itc11

783,"Kosten, L.",Liquid Models for a Type of Information Buffer Problems,1985,79,itc11

784,"Jensen, Arne",Goal Theory for Public Utilities Consistent with National Goals Applied to the Tele Sector,1985,3,itc11

785,"Jajszczyk, Andrzej",Design of Switching Networks Composed of Uniform Time-Space Elements,1985,9,itc11

786,"Jonin, Gerard and Sedol, Janis and Supe, Victor","Simulation of Teletraffic Systems: Specification Languages, Simulation Languages, Software",1985,-1,itc11

787,"Jobke, Stephan",On a Two Phase Model For Bursty Traffic and its Application to TDMA Networks with Serial Nodes,1985,0,itc11

788,"J., Paul and Schmitt, Wolfgang",Transit Delay Distributions in Priority Queuing Networks,1985,0,itc11

789,J.,On Bounds of Random Number Generators with Finite Cycle Length for Traffic Simulation,1985,-1,itc11

790,"Iversen, Villy Baek",A Generalization of the Classical Teletraffic Theory,1985,7,itc11

791,"Inamori, Hisayoshi and Sawai, Muneo and Endo, Takaya and Tanabe, Katsuhiro",An Automatically Repeated Call Model in NTT Public Facsimile Communication Systems,1985,3,itc11

792,"Ilsaku, Shun-ichi and Urano, Yoshiyori",Performance Analysis of Integrated Communication System with Heterogeneous Traffic,1985,10,itc11

793,"Ikehara, Satoru and Miyazaki, Masahiro",Approximate Analysis of Queueing Networks with Nonpreemptive Priority Scheduling,1985,4,itc11

794,"Ide, Hans-Dieter and Schehrer, Rudolf G.",On Application and Performance of Cut-Off Priority Queues in Switching Systems with Overload Protection,1985,0,itc11

795,"Hwang, F.K.",Topologies and Routing for 2-Regular Ring Networks,1985,0,itc11

796,"Huberman, Ronald and Hurtubise, Serge and Le Nir, Alex and ra and Drwiega, Tadeusz",Multihour Dimensioning for a Dynamically Routed Network,1985,23,itc11

797,"Heffes, H.",Analysis of Overload Performance for a Class of M/D/1 Processor Queueing Disciplines,1985,-1,itc11

798,"Hayward, Walter S. Jr.",Traffic Engineering in a New Competitive Environment,1985,1,itc11

799,"Halfin, Shlomo","Delays in Queues, Properties and Approximations",1985,18,itc11

800,"Hong, Keesoo and Kim, Jinho",Development of Traffic Data Collection and Analysis System for Various ESS Types in Korea,1985,-1,itc11

801,"Holtzman, J.M.",The Interaction Between Queueing and Voice Quality in Variable Bit Rate Packet Voice System,1985,10,itc11

802,"Guerineau, Jean Pierre and Labetoulle, Jacques",End to End Blocking in Telephone Networks: A New Algorithm,1985,5,itc11

803,"Grillo, Davide",Interactive Voice Application Handling in Wide-Area Packet-Switched Networks,1985,2,itc11

804,"Gihr, Ottmar and J., Paul",Comparison of Communication Services with Connection-Oriented and Connectionless Data Transmission,1985,16,itc11

805,"Giacobbo Scavo, G. and Mir and a, G.",Traffic Offered Grade of Service and Call Completion Ratio in a Toll Network Versus Subscriber Retrial Behaviour,1985,1,itc11

806,"Garmash, V.A. and Shor, L.A. and Abramovich, A.I.",High Reliable Networks,1985,-1,itc11

807,"Garcia, J.M. and Le Gall, F. and Castel, C. and Chemouil, P. and Gauthier, P. and Lechermeier, G.",Comparative Evaluation of Centralized/Distributed Traffic Routing Policies in Telephone Networks,1985,8,itc11

808,"le Gall, Pierre",Overflow Traffic Combination and Cluster Engineering,1985,4,itc11

809,"le Gall, Fancoise and Bernussou, Jaques and Garcia, Jean-Marie",A State Dependant One Moment Model for Grade of Service and Traffic Evaluation in Circuit Switched Networks,1985,5,itc11

810,"Goto, Kunio and Nishito, Katsuhiko and Hasegawa, Toshiharu",Analysis on a Satellite Channel with Two Types of Downlink Error,1985,-1,itc11

811,Gosztony,The Next Step for CCITT: ISDN Traffic Engineering,1985,1,itc11

812,"Goerg, Carmelita and Pham, Xuan Huy",Improving Mean Delay in Data Communication Networks by New Combined Strategies Based on the SRPT - Principle,1985,3,itc11

813,"Goeldner, Ernst-Heinrich",An Integrated Circuit/Packet Switching Local Area Network - Performance Analysis and Comparison of Strategies,1985,6,itc11

814,"Fredericks, A.A.",Performance Analysis of a Virtual Circuit Switch Based Lan,1985,-1,itc11

815,"Frauenthal, James C. and Makrucki, Brad A. and Houck, David J. Jr.",A New Routing Algorithm for Multiple Server Groups,1985,3,itc11

816,"Fischer, Wolfgang","A Simulation Study on a Single-Link, Multiple-Lap Protocol",1985,2,itc11

817,"Fischer, K. and W.",Network Flow Depending on Availability of Network Elements,1985,-1,itc11

818,"Filippini, Maurizio and Trimarco, Umberto",The Management of the Uncertainties in Short Term Network Planning,1985,-1,itc11

819,"Fiche, Georges and le Gall, Pierre and Ricupero, Salvatore",Study of Blocking for Multislot Connections in Digital Link Systems,1985,20,itc11

820,"Ferguson, Michael J.",Mean Waiting Time for a Token Ring with Nodal Dependent Overheads,1985,8,itc11

821,"Farr, Peter",Videotex Teletraffic Implications,1985,-1,itc11

822,"Forys, L.J.",New Overload Issues in a Divested Environment,1985,-1,itc11

823,"Fontana, B. and Diaz Berzosa, C.",M/G/1 Queue with N-Priorities and Feedback: Joint Queue-Length Distributions and Response Time Distribution for Any Particular Sequence,1985,18,itc11

824,"F.M. and Cunha, J.A.",Traffic Forecasting with a State-Space Model,1985,7,itc11

825,"Epelman, Michael and Gersht, Alex",Analytical Modeling of GTE Telenet Dynamic Routing,1985,2,itc11

826,"Engvall, Lars",A Socio-Economic Model Explaining the Telecommunication Demand,1985,1,itc11

827,"Emstad, Peder J.",Processor Load Modelling,1985,-1,itc11

828,"Elsinger, Deborah A. and Pack, Charles D.",Analytical Models of a Boc Trunk Provisioning Process,1985,5,itc11

829,"Elldin, A.",ITU/TETRAPRO Teletraffic Engineering Training Project,1985,-1,itc11

830,"El-Hadidi, M.T. and El-Sayed, H.M. and Bilal, A.Y.",Performance Evaluation of a New Learning Automata Based Routing Algorithm for Calls in Telephone Networks,1985,5,itc11

831,"Eklundh, Berth",Channel Utilization and Blocking Probability in a Cellular Mobile Telephone System with Directed Retry,1985,243,itc11

832,"Eckberg, A.E. Jr.",Approximations for Bursty (and Smoothed) Arrival Queueing Delays Based on Generalized Peakedness,1985,64,itc11

833,"Dziong, Zbigniew",Equivalent Path Approach for Circuit Switched Networks Analysis,1985,2,itc11

834,"Descloux, A.",Models for Switching Networks with Integrated Voice and Data Traffic,1985,5,itc11

835,"Denzel, Wolfgang",Efficiency of Scheduling Algorithms for Switching Systems with Distributed Control,1985,2,itc11

836,"Dec, Sbigniew and Sobczak, Ryszard and Zientalski, Marian",''Store-and-Forward'' Facilitty in Telegraphic Network with Overloaded Subscribers Lines,1985,-1,itc11

837,"Daisenberger, Georg and Oehlerich, Jorg and Wegmann, Gerhard",Stator - Statistical Overload Regulation - and Tail - Time Account Input Limitation - Two Concepts for Overload Regulation in SPC Systems,1985,6,itc11

838,"Dahms, Holger",On Modeling and Performance of Systems with Interdependent Traffic Sources and Dynamic One-Way Channel Allocation,1985,-1,itc11

839,"Dodd, Steven L.",A Decomposition Method for DNHR Network Design Based on Dynamic Programming,1985,3,itc11

840,"Chemouil, Prosper and Garnier, Bruno",An Adaptive Short-Term Traffic Forecasting Procedure Using Kalman Filtering,1985,6,itc11

841,"Chan, C.W.",Private Network Traffic Forecasting Models,1985,-1,itc11

842,"Chow, K.Y. and Kafker, A.H.",Fundamental Traffic Network Planning Under Uncertainty,1985,-1,itc11

843,"Cerasoli, Tito and Moreno, Alberto and Borges, Paulo",Traffic Engineering in Differentiated Rate Period,1985,-1,itc11

844,"Cavallero, Elisa and Tonietti, Alberto",An Approximation for Evaluating the Quality of Service of a Telephone Network in Failure Conditions,1985,-1,itc11

845,"Camerini, Paolo M. and Maffioli, Francesco",Capacity Assignment in Packet-Switching Networks: A Hierarchical Planning Approach,1985,0,itc11

846,"Caldeira, Roberto and Nascimento, Ricardo",Reducing Lost Calls Due to the Called Subscriber an Experience in Brazil,1985,-1,itc11

847,"Coyle, Andrew",A Method for Determining End-to-End Congestions in Non-Hierarchical Telecommunication Networks,1985,-1,itc11

848,"Conradt, J. and Buchheister, A.",Considerations on Loss Propability of Multi-Slot Connections,1985,51,itc11

849,"Cohen, J.W.",Who Introduced the Birth- and Death Technique?,1985,1,itc11

850,"Butto, Milena and Colombo, Giovanni and Pilloni, Ivo and Scarati, Carlo and Zanetti Polzi, Lorenzo",An Optimal Insertion of a Satellite System in a Telephone Network,1985,0,itc11

851,"Burattin, A. and Mazzei, U. and Mazzetti, C.",Computer-Aided Planning of Public Packet-Switched Networks,1985,4,itc11

852,"Burakowski, Wojciech and Bursztynowski, Dariusz",An Approach for Analysis of a Class Distributed SPC Systems,1985,-1,itc11

853,"Brune, Georg",On Delay and Loss in a Switching System for Voice and Data with Internal Overflow,1985,4,itc11

854,"Brown, Patrick and Chemouil, Prosper and Delosme, Brigitte",Performance Analysis of Congestion and Flow Control Procedures for Signalling Networks,1985,8,itc11

855,Br and Joe,Low Cost Design Modification for Improving Real-Time Capacity,1985,-1,itc11

856,"Berry, Leslie and Harris, Richard",Modular Design of a Large Metropolitan Telephone Network: A Case Study,1985,8,itc11

857,"Bernabei, F. and Leccese, A. and Pattavina, A. and Roveri, A.",A Reliability Oriented Approach to the Topological Design of Packet Switched Networks,1985,3,itc11

858,"Bonser, John",The Analysis of Transient Performance for Nodal Failure in a Alternative Routing Network,1985,-1,itc11

859,"Bonatti, Mario and Gallassi, Giorgio and Cavallo, Salvatore",Strategical System Planning: Application to Exchange Evolution,1985,0,itc11

860,"Bonatti, Mario and Barbuio, Claudio and Cappellini, Giuliano and Padulosi, Ugo",Models for an Effective Definition of End-to-End GOS Parameters and for their Repartition in IDN Networks,1985,-1,itc11

861,"Bolotin, Vladimir A.",Class of Service Analysis of Traffic Variations at Telephone Exchanges,1985,2,itc11

862,"de Boer, J.",Blocking of OVerflow Traffic Components,1985,3,itc11

863,"Avila, Santiago and Guerrero, Antonio",Load Sharing Dynamic Routing in a Telephone Network,1985,3,itc11

864,"Avellaneda, Oscar and P and ya, Raj and Brody, George",Traffic Modeling of a Cellular Mobile Radio System,1985,15,itc11

865,"Aubin, Flavian and Craignou, Beatriz",Traffic Forecasting With Minimum Data,1985,5,itc11

866,"Ash, Gerald R.",Use of a Trunk Status Map for Real-Time DNHR,1985,128,itc11

867,"Asgersen, Chr.",End-to-End Dimensioning of Trunk Networks: A Concept - Based on Experience from the Danish Networks -,1985,-1,itc11

868,"van As, H.R.",Dynamic Behavior of a Common Store Queueing System,1985,-1,itc11

869,"Arhnung, Jens and Iversen, Villy Baek",Erik Brockmeyer and the Teletraffic Theory,1985,-1,itc11

870,"Andries, R.N. and Gruszecki, M. and Massant, J. and Petit, G.H. and van Esbroeck, P.",Simulation of Distributed Microprocessor Control in Digital Switching Systems,1985,3,itc11

871,"Akinpelu, Jaqueline and Skoog, Ronald",Controlling Transients and Overloads in Common Channel Signaling Networks,1985,20,itc11

872,"Addie, R.G.",Queues with Semi-Markov Input and Service Times,1985,3,itc11

873,"Abe, Takeo and Saito, Hiroshi",Bayesian Forecasting with Multiple State Space Model,1985,3,itc11

874,"De Ferra, P.",Teletraffic and cost-effectiveness,1988,-1,itc12

875,"Hashida, O.",Systems engineering and traffic engineering,1988,-1,itc12

876,"Lewis, A.",Teletraffic and international standardization - the case for doing less,1988,-1,itc12

877,"Gould, E.P.",Advanced traffic routing as part of the USA intelligent telecommunications network,1988,-1,itc12

878,"Schaffer, B.",The telecom scenario and future trends in the EC,1988,-1,itc12

879,"Nielsen, B.F.",Service,1988,-1,itc12

880,"Machihara, F.",Completion time of service unit interrupted by PH-Markov renewal customers and its applications,1988,-1,itc12

881,"Hebuterne, G.",A gate with peridic openings and bulk service,1988,-1,itc12

882,"Shioyama, T. and Ohno, K.",A priority queueing system with finite buffers,1988,-1,itc12

883,"Halfin, S. and Avi-Itzhak, B.",Expected response times in a non-symmetric time sharing queue with limited number of service positions,1988,34,itc12

884,"Petit, G.H. and Andries, R.N",Performance optimization in an M/G/1 system based on priority assignment rules,1988,0,itc12

885,"Jajszczyk, A. and Kleban, J. and Kubasik, J.",On congestion in switching networks composed of digital switching matrices,1988,3,itc12

886,"Doganata, Y.N.",Some exact closed-form expressions on the performance of integrated networks,1988,7,itc12

887,"Ko, K.T.",An approximation for the grade-of-service calculation of a broadband ISDN,1988,2,itc12

888,"Pioro, M. and Wallström, B. and Körner, U.",Design methods and routing control in integrated services networks with alternative routing,1988,6,itc12

889,"Lindberg, P. and Nivert, K. and Sagerholm, B.",Trunk reservation and grade of service issues in circuit switched integrated networks,1988,3,itc12

890,"Kleinewillinghoefer-Kopp, R. and Wollner, E.",Comparison of access control strategies for ISDN-traffic on common trunk groups,1988,10,itc12

891,"Mason, L.G. and Liao, K. and Fortier, L. and DeSerres, Y.",Performance models for a multislot system,1988,6,itc12

892,"Fratta, L. and Wozniak, J.",Performance analysis of a twohop star network with S-ALOHA multiple access scheme,1988,2,itc12

893,"Pach, A. and Brown, P. and Delosme, B.",Performance analysis of the class 4 transport protocol,1988,2,itc12

894,"Saito, T. and Aida, H. and Hamaogi, M. and Shirahat, A. and Takahashi, W. and Ishihara, H.",A performance evaluation of computer network using multilayered protocol,1988,5,itc12

895,"Vazquez, E. and Vinyes, J. and Colella, R.",Simulation of the X.224 transport protocol over X.25 networks,1988,-1,itc12

896,"Doshi, B.T. and Nguyen, H.Q. and Rege, K.M. and Chen, K.J.",Performance of LAPD framerelay networks: transmisson error effects and congestion control,1988,5,itc12

897,"Knottnerus, P.",Forecasting: Kalman filtering and prediction intervals,1988,3,itc12

898,"Girolami, A. and Ursini, E.L.",Yearly and monthly data forecasting using Kalman filter,1988,5,itc12

899,"Stordahl, K.",Methods for traffic matrix forecasting,1988,3,itc12

900,"{Armolavicius, R.J.and Ross}, N.E and Colagrosso, P.",Technology replacement models based on population dynamics,1988,3,itc12

901,"Engvall, L.",Telephone development - Adjustment to external shocks,1988,-1,itc12

902,"Avellaneda, O.A. and Pandya, R.N.",Traffic grade of service standards for cellular mobil radio systems- issues and approaches,1988,9,itc12

903,"Gerla, M. and Fratta, L.",Design and control in processor limited packet networks,1988,5,itc12

904,"Camerini, P.M. and Cavallo, S. and Paglino, R. and Maffioli, F.",Network capacity planning with uncertain scenarion,1988,-1,itc12

905,"Bottheim, R.M.",Optimization of mesh-structured circuit switched networks,1988,0,itc12

906,"Gersht, A. and Weihmayer, R.",An optmization model for multifacility data network evolution planning,1988,2,itc12

907,"Helme, M. and Jack, C. and Shulman, A.",Planning for new services in the local loop,1988,3,itc12

908,"Schmickler, L.",Representation of data network measurement results by the mixed Erlang approximation method MEDA,1988,7,itc12

909,"Pawlita, P.F.","Two decades of data traffic measurements a survey of published results, experiences and applicability",1988,27,itc12

910,"Parviala, A.",The stability of the daily intensity profiles and its influence on the choice of measurement routines in telephone traffic in single low congestion circuit groups or overflow clusters,1988,-1,itc12

911,"Bolotin, V.A.","Subscriber traffic: year-to-year variation, day-to-day and group-to-group variation",1988,-1,itc12

912,"Rahko, K.",Presentation of the results of measurements of mixed traffic on several routes in Finland,1988,-1,itc12

913,"Cole, A.C.",Progress in forcasting and traffic measurement tecniques as seen at recent Teletraffic congresses,1988,-1,itc12

914,"Cohen, E.E. and Ouaily, M.",Blocking probabilities for customers with limited access in public networks,1988,0,itc12

915,"Mueller-Klostermann, B. and Buchholz, P.",Numerical analysis of overflow traffic and a decompositon technique for the performance evaluation of overflow systems,1988,-1,itc12

916,"Mitra, D. and Weiss, A.",The transient behavioir in Erlang's model for large trunk groups and various traffic conditions,1988,38,itc12

917,"Meier-Hellstern, K.S.",Parcel overflows in queues with multiple inputs,1988,12,itc12

918,"Hederson, W. and Taylor, P.",Alternative routing networks and interruptions,1988,7,itc12

919,"Holtzman, J.M.","Extremals of functions of random variables, optimal control theory and teletraffic theory",1988,1,itc12

920,"Beshai, M.E. and Manfield, D.R",Multichannel services: performance of switching networks,1988,53,itc12

921,"Oda, T. and Watanabe, Y.",A method for analysing circuit-switched networks with multiple bit rate classes,1988,10,itc12

922,"Takagi, K. and Sakita, Y.",Analysis of loss probability equalized by trunk reservation for mixtures of several band width traffic,1988,14,itc12

923,"Butt\`{o}, M. and Colombo, G.",Analytic models for switching networks with wideband traffic,1988,4,itc12

924,"Niestegge, G. and Wallmeier, E.",Traffic analysis of multirate switching networks for broadband-ISDN,1988,3,itc12

925,"Kuribayashi, S. and Takahashi, Y.",Performance analysis of ISDN packet switching system,1988,-1,itc12

926,"Descloux, A.",Contention probabilities in packet switching networks with strung input processes,1988,37,itc12

927,"Lurye, Y.M.",Database query intelligence deployment in the local access and transport networks,1988,-1,itc12

928,"Giridharagopal, K. and Basu, K. and Singh, H. and Sabat, J. and Russel, R.",Intelligent networks: demands on provisioning and performance,1988,4,itc12

929,"Wong, J.W. and Dykeman, H.D",Architecture and performance of large scale information delivery networks,1988,17,itc12

930,"Tonietti, A. and Giacobbo Scavo, G.",Design of videoconference networks considering user flexibility,1988,6,itc12

931,"Diaz-Quinones, M.A.",A semplified model of discrete-time reservation,1988,-1,itc12

932,"Roberts, J.W. and Simonian, A. and Liao, K. and Liang, Y.",Queueing models for reserved set up telecommunications services,1988,29,itc12

933,"Swiderski, J.",Efficiency of store-and-forward deadlock prevention controllers in packet networks,1988,-1,itc12

934,"Fitzpatrick, G.J. and Woodruff, G.M.",Two-level control of an integrated transport network,1988,0,itc12

935,"Morgan, S.P.",Window flow control on a trunked byte-stream virtual circuit,1988,24,itc12

936,"Luan, D.T.D. and Lucantoni, D.M.",Throughput analysis of an adaptive window-based flow contol subject to bandwidth management,1988,-1,itc12

937,"Le Gall, P.",Packtized queueing networks and window flow control,1988,4,itc12

938,"Mertsch, M.K.",On performance analysis and selection criteria of random number generators for simulations,1988,3,itc12

939,"Koono, Z. and Matsumoto, S. and Ozaki, R. and Soga, M. and Ozaki, K.",An environmental simulation tester as applied to traffic charcteristics evaluation,1988,4,itc12

940,"Kluth, B. and Georg, C.",Performance analysis of a cost effective multiprocessor for teletraffic simulation,1988,-1,itc12

941,"Pawlikowski, K. and Asgarkhani, M.",Sequential procedures in simulation studies of satellite communication protocols,1988,5,itc12

942,"Hanselka, P.",Subcall type overload simulation: a method to adapt the call terminating rate to the rate of accepted calls in the case of transient processes,1988,4,itc12

943,"Schreiber, F.",Effective control of simulation runs by a new evaluation algorithm for correlated random sequences,1988,39,itc12

944,"Kallenberg, P.J.M.",Load estimation for overload control,1988,-1,itc12

945,"Villén Altamirano, M. and Fontana, B.",Models to evaluate response times in single-processor and their application to a multiprocessor system,1988,4,itc12

946,"Wegmann, G. and Hanselka, P. and Oehlerich, J.",Adaption of the overload regulation method STATOR to multiprocessor controls and simulation results,1988,-1,itc12

947,"Kaufman, J.S. and Kumar, A.",Traffic overload control in a fully distributed switching environment,1988,21,itc12

948,"Tran-Gia, Phuoc",Analysis of a load-driven overload control mechanism in discrete-time domain,1988,16,itc12

949,"Wallström, B. and Voigt, H.",Transient behaviour of simple overload strategies for SPC switching systems - An analytic approach,1988,8,itc12

950,"Mc Gorman, R.E and Mc Carthy, E.J.",Setting a blocking standard for designing survivable networks,1988,3,itc12

